8 940 5 4 3500 1000 40 50
4801.97 2030.04
1274.18 2961.68
1451.58 2892.23
1042.91 1000.92
1860.17 1490.0
2111.2 2453.02
1709.9 2967.49
1442.56 884.59
2019.92 1367.74
1062.25 2000.0 10
1081.46 2002.79 24
1054.32 2001.26 3
1148.77 2024.88 24
1142.17 2031.52 8
1141.43 2039.89 0
1067.05 2010.64 21
1124.66 2048.67 19
1133.71 2064.45 10
1052.74 2005.46 11
1064.36 2018.25 9
1053.84 2008.83 10
1097.91 2072.61 21
1053.18 2011.28 23
1071.67 2051.22 6
1082.01 2089.56 0
1050.22 2012.2 20
1068.19 2097.73 12
1055.67 2065.68 7
1048.86 2040.03 14
1045.66 2040.88 24
1040.25 2062.36 17
1036.21 2056.71 22
1026.68 2074.86 2
1015.97 2086.78 2
1002.48 2099.15 1
1023.62 2042.12 19
1010.01 2056.06 5
1021.09 2032.96 8
976.56 2077.23 14
969.2 2072.79 1
992.08 2043.63 10
1029.01 2011.85 24
1027.18 2010.97 7
1036.06 2004.87 24
957.93 2033.11 11
979.12 2019.25 1
982.48 2012.89 15
1027.46 2002.28 16
1008.73 2001.5 5
1020.12 1998.95 20
1018.94 1996.7 17
954.46 1981.46 21
974.63 1979.47 14
992.09 1979.66 20
1028.29 1991.5 23
1000.95 1974.12 22
1019.77 1981.87 0
1032.8 1989.03 0
969.89 1927.86 9
1038.44 1991.13 18
1004.93 1946.05 20
1034.94 1982.27 5
1001.23 1916.62 24
1019.93 1940.17 24
1019.4 1923.0 7
1043.6 1989.13 5
1042.67 1979.02 14
1041.53 1950.52 1
1045.04 1928.34 17
1050.31 1935.77 1
1058.06 1917.24 21
1068.09 1902.72 21
1046.53 1999.8 23
1059.44 1967.32 10
1055.78 1981.09 11
1089.94 1926.95 4
1090.76 1937.48 3
1091.16 1946.49 16
1089.85 1955.74 16
1059.13 1988.99 0
1089.05 1968.54 16
1132.38 1946.53 18
1054.96 1995.61 18
1058.08 1995.12 11
1104.15 1981.0 23
1103.98 1986.01 0
1071.1 1996.05 13
1122.45 1993.94 5
1122.35 2000.0 16
1254.23 2106.37 1
1143.88 2107.46 20
1244.7 2121.42 17
1216.55 2123.68 18
1133.73 2108.18 2
1161.54 2117.79 4
1152.56 2116.7 8
1176.16 2129.88 12
1148.86 2118.66 16
1234.82 2175.81 10
1218.78 2174.12 22
1220.03 2184.63 16
1209.42 2185.18 4
1175.91 2159.57 17
1173.12 2163.43 21
1182.92 2185.22 17
1159.34 2158.87 24
1134.56 2120.91 8
1139.95 2135.23 7
1130.19 2115.34 0
1149.96 2180.97 16
1152.3 2211.62 9
1145.43 2212.2 1
1127.31 2111.28 15
1132.51 2226.95 23
1124.88 2225.51 24
1125.15 2126.69 23
1110.19 2221.7 11
1120.93 2134.28 20
1111.47 2161.69 10
1109.99 2154.84 16
1088.0 2198.93 16
1126.25 2107.42 12
1120.19 2117.77 4
1099.77 2146.94 12
1078.34 2170.0 12
1102.15 2134.77 19
1046.48 2187.94 16
1099.65 2130.63 24
1106.04 2122.67 2
1074.84 2142.12 7
1031.97 2163.12 18
1094.77 2122.87 1
1097.55 2119.16 3
1103.39 2114.88 13
1011.49 2140.22 18
1088.77 2114.95 20
1001.92 2126.35 1
1016.29 2116.92 18
1017.14 2109.85 2
1078.58 2104.84 23
1060.21 2100.01 3
1044.27 2093.17 20
1003.02 2078.42 17
1023.4 2076.02 22
1104.71 2098.34 11
1031.27 2064.58 7
1062.98 2073.49 1
1091.47 2085.24 11
1119.52 2101.38 0
1042.86 2040.39 16
1085.03 2069.03 21
1067.87 2046.53 11
1098.99 2074.31 8
1062.97 2022.54 20
1082.88 2040.41 8
1089.49 2041.8 24
1102.08 2056.55 14
1114.99 2078.24 12
1109.34 2056.02 19
1116.98 2070.98 4
1111.26 2032.27 9
1116.62 2035.78 18
1116.75 1980.34 5
1125.02 1996.56 20
1131.41 2008.83 23
1135.32 2029.65 9
1135.89 2054.64 10
1147.11 2022.54 17
1161.37 1995.1 9
1127.29 2105.0 0
1158.74 2036.36 13
1130.44 2099.51 12
1186.0 2010.91 7
1174.38 2039.51 4
1166.36 2057.64 10
1138.35 2093.83 8
1209.44 2027.54 24
1220.35 2027.84 20
1166.02 2077.47 12
1191.95 2064.48 17
1172.86 2080.72 20
1182.66 2079.77 0
1176.41 2086.5 21
1237.46 2070.02 22
1219.34 2082.35 7
1158.29 2100.29 0
1239.55 2091.98 23
1206.51 2101.3 24
1224.67 2106.37 1
1125.05 2680.09 21
1177.35 2683.13 19
1132.2 2681.4 15
1244.14 2699.94 11
1214.66 2700.41 22
1187.03 2698.23 9
1159.57 2693.09 17
1130.78 2684.3 19
1176.15 2705.37 7
1214.01 2728.5 13
1148.65 2696.85 4
1175.68 2716.69 9
